year,season,fishery,area,t
2005,3,17,5,9798.04
2006,3,17,5,9828.57
2007,3,17,5,10134.7
2008,3,17,5,9329.38
2009,3,17,5,7417.6
2010,3,17,5,6958.92
2011,3,17,5,9878.24
2012,3,17,5,12831.1
2013,3,17,5,12395.5
2014,3,17,5,16226.7
2015,3,17,5,18476.4
2016,3,17,5,18457.4
2017,3,17,5,33125
2018,3,17,5,30762.9
2019,3,17,5,29665.7
2020,3,17,5,27242
2021,3,17,5,26165.3
2022,3,17,5,33396.7
2023,3,17,5,32481.3
2024,3,17,5,32481.3
1972,3,18,5,0
1973,3,18,5,0
1974,3,18,5,0
1975,3,18,5,0
1976,3,18,5,0
1977,3,18,5,0
1978,3,18,5,0
1979,3,18,5,0
1980,3,18,5,0
1981,3,18,5,0
1982,3,18,5,0
1983,3,18,5,0
1984,3,18,5,0
1985,3,18,5,0
1986,3,18,5,0
1987,3,18,5,0
1988,3,18,5,0
1989,3,18,5,0
1990,3,18,5,0
1991,3,18,5,0
1992,3,18,5,0
1993,3,18,5,0
1994,3,18,5,0
1995,3,18,5,0
1996,3,18,5,0
1997,3,18,5,0
1998,3,18,5,0
1999,3,18,5,0
2000,3,18,5,3.13261
2001,3,18,5,0
2002,3,18,5,0
2003,3,18,5,0
2004,3,18,5,0
2005,3,18,5,0
2006,3,18,5,0
2007,3,18,5,0
2008,3,18,5,0
2009,3,18,5,0
2010,3,18,5,0
2011,3,18,5,0
2012,3,18,5,0
2013,3,18,5,0
2014,3,18,5,0
2015,3,18,5,0
2016,3,18,5,0
2017,3,18,5,0
2018,3,18,5,0
2019,3,18,5,0
2020,3,18,5,0
2021,3,18,5,0
2022,3,18,5,0
2023,3,18,5,0
2024,3,18,5,0
1972,3,19,6,4752.13
1973,3,19,6,14629.3
1974,3,19,6,17265.7
1975,3,19,6,9235.78
1976,3,19,6,13681.6
1977,3,19,6,15940.4
1978,3,19,6,25114.5
1979,3,19,6,14963.4
1980,3,19,6,20474
1981,3,19,6,19770.5
1982,3,19,6,4888.59
1983,3,19,6,8081.27
1984,3,19,6,10572.1
1985,3,19,6,10285.5
1986,3,19,6,12645.1
1987,3,19,6,6815.13
1988,3,19,6,10527.7
1989,3,19,6,14024.8
1990,3,19,6,9590.24
1991,3,19,6,17293.2
1992,3,19,6,11999.3
1993,3,19,6,5630.64
1994,3,19,6,5265.8
1995,3,19,6,8477.26
1996,3,19,6,7661.56
1997,3,19,6,4686.17
1998,3,19,6,6453.3
1999,3,19,6,5786.41
2000,3,19,6,0
2001,3,19,6,1995.13
2002,3,19,6,2541.07
2003,3,19,6,2032.97
2004,3,19,6,3180.58
2005,3,19,6,1156.49
2006,3,19,6,1716.87
2007,3,19,6,1113.4
2008,3,19,6,379.057
2009,3,19,6,0
2010,3,19,6,0
2011,3,19,6,327.127
2012,3,19,6,850.716
2013,3,19,6,469.761
2014,3,19,6,45
2015,3,19,6,0
2016,3,19,6,372.174
2017,3,19,6,350.455
2018,3,19,6,358.526
2019,3,19,6,289.44
2020,3,19,6,342.375
2021,3,19,6,292.85
2022,3,19,6,256.4
2023,3,19,6,33.9
2024,3,19,6,29.7
1972,3,20,6,0
1973,3,20,6,0
1974,3,20,6,0
1975,3,20,6,0
1976,3,20,6,254.222
1977,3,20,6,599.498
1978,3,20,6,6.664
1979,3,20,6,0
1980,3,20,6,124.101
1981,3,20,6,1315.6
1982,3,20,6,1517.83
1983,3,20,6,10185.4
1984,3,20,6,8002.84
1985,3,20,6,6352.04
1986,3,20,6,1535.45
1987,3,20,6,4947.6
1988,3,20,6,3862.17
1989,3,20,6,11728.9
1990,3,20,6,12604.4
1991,3,20,6,6416.13
1992,3,20,6,9691.25
1993,3,20,6,3219.74
1994,3,20,6,2213.61
1995,3,20,6,15764.1
1996,3,20,6,8507.17
1997,3,20,6,8063.46
1998,3,20,6,14833
1999,3,20,6,12308.2
2000,3,20,6,8316.37
2001,3,20,6,9158.62
2002,3,20,6,12663
2003,3,20,6,11879
2004,3,20,6,18361.5
2005,3,20,6,12447.1
2006,3,20,6,12231
2007,3,20,6,21133.7
2008,3,20,6,30609.7
2009,3,20,6,15063.7
2010,3,20,6,6465.25
2011,3,20,6,13980.8
2012,3,20,6,13906.5
2013,3,20,6,15117.9
2014,3,20,6,10106.7
2015,3,20,6,10339.7
2016,3,20,6,5798.04
2017,3,20,6,7468.5
2018,3,20,6,5213.52
2019,3,20,6,5176.42
2020,3,20,6,5649.28
2021,3,20,6,6693.76
2022,3,20,6,4460.48
2023,3,20,6,4647.51
2024,3,20,6,7203.97
1972,3,21,6,0
1973,3,21,6,0
1974,3,21,6,74.81
1975,3,21,6,107.776
1976,3,21,6,0
1977,3,21,6,64.898
1978,3,21,6,0
1979,3,21,6,0
1980,3,21,6,17.582
1981,3,21,6,68.539
1982,3,21,6,686.8
1983,3,21,6,1662.26
1984,3,21,6,4970.51
1985,3,21,6,1368.84
1986,3,21,6,19.437
1987,3,21,6,227.118
1988,3,21,6,1157.24
1989,3,21,6,11863
1990,3,21,6,5235.91
1991,3,21,6,3839.84
1992,3,21,6,835.616
1993,3,21,6,774.764
1994,3,21,6,488.639
1995,3,21,6,11209.5
1996,3,21,6,1520.77
1997,3,21,6,311.878
1998,3,21,6,478.354
1999,3,21,6,1355.64
2000,3,21,6,9796.21
2001,3,21,6,3071.43
2002,3,21,6,417.17
2003,3,21,6,11125.8
2004,3,21,6,9710.62
2005,3,21,6,8007.24
2006,3,21,6,1776.14
2007,3,21,6,11612.1
2008,3,21,6,7288.18
2009,3,21,6,8153.57
2010,3,21,6,36911.5
2011,3,21,6,28956.6
2012,3,21,6,42949
2013,3,21,6,38985.6
2014,3,21,6,35542.9
2015,3,21,6,4537.37
2016,3,21,6,21475.3
2017,3,21,6,22735.7
2018,3,21,6,11924.2
2019,3,21,6,16814.5
2020,3,21,6,74344.2
2021,3,21,6,16612.8
2022,3,21,6,53494
2023,3,21,6,25072.3
2024,3,21,6,64676.3
1972,3,22,6,0
1973,3,22,6,0
1974,3,22,6,0
1975,3,22,6,0
1976,3,22,6,0
1977,3,22,6,0
1978,3,22,6,0
1979,3,22,6,0
1980,3,22,6,0
1981,3,22,6,0
1982,3,22,6,0
1983,3,22,6,0
1984,3,22,6,0
1985,3,22,6,0
1986,3,22,6,0
1987,3,22,6,0
1988,3,22,6,0
1989,3,22,6,0
1990,3,22,6,0
1991,3,22,6,0
1992,3,22,6,0
1993,3,22,6,0
1994,3,22,6,0
1995,3,22,6,0
1996,3,22,6,0
1997,3,22,6,0
1998,3,22,6,0
1999,3,22,6,0
2000,3,22,6,2.90658
2001,3,22,6,0
2002,3,22,6,0
2003,3,22,6,0
2004,3,22,6,0
2005,3,22,6,0
2006,3,22,6,0
2007,3,22,6,0
2008,3,22,6,0
2009,3,22,6,0
2010,3,22,6,0
2011,3,22,6,0
2012,3,22,6,0
2013,3,22,6,0
2014,3,22,6,0
2015,3,22,6,0
2016,3,22,6,0
2017,3,22,6,0
2018,3,22,6,0
2019,3,22,6,0
2020,3,22,6,0
2021,3,22,6,0
2022,3,22,6,0
2023,3,22,6,0
2024,3,22,6,0
1972,3,23,4,3760.5
1973,3,23,4,10441.7
1974,3,23,4,3680.9
1975,3,23,4,15086.1
1976,3,23,4,7021.8
1977,3,23,4,17473
1978,3,23,4,4431.5
1979,3,23,4,5876.5
1980,3,23,4,3911.6
1981,3,23,4,5898.7
1982,3,23,4,4684.9
1983,3,23,4,5443.6
1984,3,23,4,3213.5
1985,3,23,4,26104.5
1986,3,23,4,1238.8
1987,3,23,4,26379.7
1988,3,23,4,3557.2
1989,3,23,4,4407.9
1990,3,23,4,5116.5
1991,3,23,4,1944.5
1992,3,23,4,4464.9
1993,3,23,4,27.2
1994,3,23,4,550.8
1995,3,23,4,45
1996,3,23,4,9175.5
1997,3,23,4,38.3
1998,3,23,4,69.5
1999,3,23,4,0
2000,3,23,4,37.5
2001,3,23,4,19
2002,3,23,4,25.4
2003,3,23,4,0
2004,3,23,4,17483.4
2005,3,23,4,0
2006,3,23,4,1620.6
2007,3,23,4,5116
2008,3,23,4,352.1
2009,3,23,4,1791
2010,3,23,4,0
2011,3,23,4,39.1
2012,3,23,4,36
2013,3,23,4,32.9
2014,3,23,4,4060.9
2015,3,23,4,160.6
2016,3,23,4,640.7
2017,3,23,4,1253.4
2018,3,23,4,119.4
2019,3,23,4,0
2020,3,23,4,1034.6
2021,3,23,4,0
2022,3,23,4,5456.5
2023,3,23,4,3065
2024,3,23,4,20
1972,3,24,4,0
1973,3,24,4,0
1974,3,24,4,0
1975,3,24,4,0
1976,3,24,4,0
1977,3,24,4,0
1978,3,24,4,0
1979,3,24,4,0
1980,3,24,4,0
1981,3,24,4,0
1982,3,24,4,0
1983,3,24,4,0
1984,3,24,4,0
1985,3,24,4,0
1986,3,24,4,0
1987,3,24,4,0
1988,3,24,4,0
1989,3,24,4,0
1990,3,24,4,0
1991,3,24,4,0
1992,3,24,4,0
1993,3,24,4,0
1994,3,24,4,0
1995,3,24,4,0
1996,3,24,4,0
1997,3,24,4,0
1998,3,24,4,0
1999,3,24,4,0
2000,3,24,4,4.09472
2001,3,24,4,0
2002,3,24,4,0
2003,3,24,4,0
2004,3,24,4,0
2005,3,24,4,0
2006,3,24,4,0
2007,3,24,4,0
2008,3,24,4,0
2009,3,24,4,0
2010,3,24,4,0
2011,3,24,4,0
2012,3,24,4,0
2013,3,24,4,0
2014,3,24,4,0
2015,3,24,4,0
2016,3,24,4,0
2017,3,24,4,0
2018,3,24,4,0
2019,3,24,4,0
2020,3,24,4,0
2021,3,24,4,0
2022,3,24,4,0
2023,3,24,4,0
2024,3,24,4,0
1972,3,25,7,2058.5
1973,3,25,7,11709.1
1974,3,25,7,20598.3
1975,3,25,7,6364.6
1976,3,25,7,9583.3
1977,3,25,7,5949.4
1978,3,25,7,2876.2
1979,3,25,7,320.1
1980,3,25,7,1133.8
1981,3,25,7,3104
1982,3,25,7,4445.96
1983,3,25,7,15688.5
1984,3,25,7,8693.45
1985,3,25,7,2525.05
1986,3,25,7,2776.22
1987,3,25,7,1069.5
1988,3,25,7,7890.75
1989,3,25,7,3556.05
1990,3,25,7,295.298
1991,3,25,7,993.011
1992,3,25,7,266.7
1993,3,25,7,185.09
1994,3,25,7,110.27
1995,3,25,7,463.925
1996,3,25,7,165.64
1997,3,25,7,321.46
1998,3,25,7,176.25
1999,3,25,7,269.2
2000,3,25,7,0
2001,3,25,7,0
2002,3,25,7,19.86
2003,3,25,7,1.056
2004,3,25,7,2.995
2005,3,25,7,113.322
2006,3,25,7,190.204
2007,3,25,7,408.778
2008,3,25,7,139.167
2009,3,25,7,47.1
2010,3,25,7,0
2011,3,25,7,5
2012,3,25,7,0
2013,3,25,7,12.172
2014,3,25,7,178.3
2015,3,25,7,0
2016,3,25,7,8.884
2017,3,25,7,0
2018,3,25,7,0
2019,3,25,7,0
2020,3,25,7,0
2021,3,25,7,41.3
2022,3,25,7,1
2023,3,25,7,0
2024,3,25,7,0
1972,3,26,7,0
1973,3,26,7,0
1974,3,26,7,68.112
1975,3,26,7,92.668
1976,3,26,7,1051.17
1977,3,26,7,1362.51
1978,3,26,7,2802.1
1979,3,26,7,2507.35
1980,3,26,7,4997.65
1981,3,26,7,8638.38
1982,3,26,7,15393.3
1983,3,26,7,26105.2
1984,3,26,7,22406.4
1985,3,26,7,23170
1986,3,26,7,25485
1987,3,26,7,18686
1988,3,26,7,36487.3
1989,3,26,7,19994
1990,3,26,7,41990.5
1991,3,26,7,32173
1992,3,26,7,64347.1
1993,3,26,7,30403.8
1994,3,26,7,33508.9
1995,3,26,7,19074.4
1996,3,26,7,25713.4
1997,3,26,7,8700.1
1998,3,26,7,14508.2
1999,3,26,7,46095
2000,3,26,7,42121.8
2001,3,26,7,14565
2002,3,26,7,19142.7
2003,3,26,7,29830.1
2004,3,26,7,75111.1
2005,3,26,7,45379.9
2006,3,26,7,37902
2007,3,26,7,60256.9
2008,3,26,7,34531.2
2009,3,26,7,33105.1
2010,3,26,7,1905.47
2011,3,26,7,4547.18
2012,3,26,7,6098.78
2013,3,26,7,5525.76
2014,3,26,7,4826.28
2015,3,26,7,458.66
2016,3,26,7,7498.96
2017,3,26,7,11234.3
2018,3,26,7,5642.68
2019,3,26,7,2760.32
2020,3,26,7,33184.7
2021,3,26,7,18099.7
2022,3,26,7,38032.5
2023,3,26,7,24586.1
2024,3,26,7,23178.5
1972,3,27,7,0
1973,3,27,7,0
1974,3,27,7,18.689
1975,3,27,7,40.334
1976,3,27,7,33.586
1977,3,27,7,94.511
1978,3,27,7,208.74
1979,3,27,7,592.345
1980,3,27,7,611.52
1981,3,27,7,2256.27
1982,3,27,7,3061.3
1983,3,27,7,6379.72
1984,3,27,7,7693.67
1985,3,27,7,9074.58
1986,3,27,7,13902.3
1987,3,27,7,4946.04
1988,3,27,7,35214.9
1989,3,27,7,8131.95
1990,3,27,7,16275.6
1991,3,27,7,14284.5
1992,3,27,7,47737.8
1993,3,27,7,26062
1994,3,27,7,22204.3
1995,3,27,7,32652.1
1996,3,27,7,22453.1
1997,3,27,7,1681.46
1998,3,27,7,11864
1999,3,27,7,37785
2000,3,27,7,55924.6
2001,3,27,7,13895.6
2002,3,27,7,20781.4
2003,3,27,7,40595.1
2004,3,27,7,33175.4
2005,3,27,7,68498.1
2006,3,27,7,53068.1
2007,3,27,7,78416.6
2008,3,27,7,57931.4
2009,3,27,7,67868.4
2010,3,27,7,160416
2011,3,27,7,76041
2012,3,27,7,56573.7
2013,3,27,7,126954
2014,3,27,7,88305.9
2015,3,27,7,39785.4
2016,3,27,7,58755.5
2017,3,27,7,41760.3
2018,3,27,7,136538
2019,3,27,7,100066
2020,3,27,7,63717
2021,3,27,7,105731
2022,3,27,7,101299
2023,3,27,7,40947.6
2024,3,27,7,228445
1972,3,28,7,0
1973,3,28,7,0
1974,3,28,7,0
1975,3,28,7,0
1976,3,28,7,0
1977,3,28,7,0
1978,3,28,7,0
1979,3,28,7,0
1980,3,28,7,0
1981,3,28,7,0
1982,3,28,7,0
1983,3,28,7,0
1984,3,28,7,0
1985,3,28,7,0
1986,3,28,7,0
1987,3,28,7,0
1988,3,28,7,0
1989,3,28,7,0
1990,3,28,7,0
1991,3,28,7,0
1992,3,28,7,0
1993,3,28,7,0
1994,3,28,7,0
1995,3,28,7,0
1996,3,28,7,0
1997,3,28,7,0
1998,3,28,7,0
1999,3,28,7,0
2000,3,28,7,3.22339
2001,3,28,7,0
2002,3,28,7,0
2003,3,28,7,0
2004,3,28,7,0
2005,3,28,7,0
2006,3,28,7,0
2007,3,28,7,0
2008,3,28,7,0
2009,3,28,7,0
2010,3,28,7,0
2011,3,28,7,0
2012,3,28,7,0
2013,3,28,7,0
2014,3,28,7,0
2015,3,28,7,0
2016,3,28,7,0
2017,3,28,7,0
2018,3,28,7,0
2019,3,28,7,0
2020,3,28,7,0
2021,3,28,7,0
2022,3,28,7,0
2023,3,28,7,0
2024,3,28,7,0
1972,3,29,8,906.3
1973,3,29,8,3244.7
1974,3,29,8,1424.1
1975,3,29,8,9096.8
1976,3,29,8,9917.13
1977,3,29,8,15794.9
1978,3,29,8,8574.4
1979,3,29,8,12308.3
1980,3,29,8,17761
1981,3,29,8,18398.1
1982,3,29,8,13489.6
1983,3,29,8,8259.19
1984,3,29,8,17691
1985,3,29,8,4193.31
1986,3,29,8,17969
1987,3,29,8,228.135
1988,3,29,8,16139.4
1989,3,29,8,5457.04
1990,3,29,8,635.624
1991,3,29,8,10002.5
1992,3,29,8,357.536
1993,3,29,8,127.51
1994,3,29,8,292.814
1995,3,29,8,195.595
1996,3,29,8,575.858
1997,3,29,8,50.546
1998,3,29,8,62.167
1999,3,29,8,66.905
2000,3,29,8,23.354
2001,3,29,8,13.962
2002,3,29,8,38.997
2003,3,29,8,0
2004,3,29,8,0
2005,3,29,8,0
2006,3,29,8,0
2007,3,29,8,0
2008,3,29,8,0
2009,3,29,8,838.166
2010,3,29,8,0
2011,3,29,8,0
2012,3,29,8,0
2013,3,29,8,481.4
2014,3,29,8,363.1
2015,3,29,8,0
2016,3,29,8,0
2017,3,29,8,0
2018,3,29,8,0
2019,3,29,8,0
2020,3,29,8,0
2021,3,29,8,0
2022,3,29,8,0
2023,3,29,8,0
2024,3,29,8,0
1972,3,30,8,0
1973,3,30,8,0
1974,3,30,8,0
1975,3,30,8,0
1976,3,30,8,0
1977,3,30,8,0
1978,3,30,8,0
1979,3,30,8,0
1980,3,30,8,0
1981,3,30,8,0
1982,3,30,8,2689.3
1983,3,30,8,4501.25
1984,3,30,8,2184.34
1985,3,30,8,917.321
1986,3,30,8,1388.27
1987,3,30,8,8027.23
1988,3,30,8,37.232
1989,3,30,8,56.193
1990,3,30,8,3362.52
1991,3,30,8,5247.32
1992,3,30,8,2743.81
1993,3,30,8,15010.6
1994,3,30,8,15957.9
1995,3,30,8,181.936
1996,3,30,8,6839.21
1997,3,30,8,22549
1998,3,30,8,43984.3
1999,3,30,8,56995.4
2000,3,30,8,36467.9
2001,3,30,8,48833.8
2002,3,30,8,33748.9
2003,3,30,8,18257.6
2004,3,30,8,18333
2005,3,30,8,27284.1
2006,3,30,8,63179.7
2007,3,30,8,41512.5
2008,3,30,8,29882.9
2009,3,30,8,28785.9
2010,3,30,8,8.373
2011,3,30,8,384.051
2012,3,30,8,2423.84
2013,3,30,8,1590.17
2014,3,30,8,17506.3
2015,3,30,8,10808.7
2016,3,30,8,10350
2017,3,30,8,27440.7
2018,3,30,8,28947.8
2019,3,30,8,39199.5
2020,3,30,8,26412.6
2021,3,30,8,14086.1
2022,3,30,8,23143.7
2023,3,30,8,50793.5
2024,3,30,8,22716.6
1972,3,31,8,0
1973,3,31,8,0
1974,3,31,8,0
1975,3,31,8,0
1976,3,31,8,0
1977,3,31,8,0
1978,3,31,8,0
1979,3,31,8,0
1980,3,31,8,0
1981,3,31,8,14.745
1982,3,31,8,476.587
1983,3,31,8,1935.56
1984,3,31,8,37.79
1985,3,31,8,2031.14
1986,3,31,8,554.933
1987,3,31,8,3096.66
1988,3,31,8,327.146
1989,3,31,8,17.195
1990,3,31,8,22204.2
1991,3,31,8,75315.6
1992,3,31,8,16282.9
1993,3,31,8,29995.4
1994,3,31,8,55216.9
1995,3,31,8,1027.91
1996,3,31,8,22139.5
1997,3,31,8,78276.8
1998,3,31,8,107479
1999,3,31,8,2668.49
2000,3,31,8,20249.6
2001,3,31,8,63470.9
2002,3,31,8,82140.5
2003,3,31,8,1726.41
2004,3,31,8,3821.58
2005,3,31,8,32839.8
2006,3,31,8,39104.8
2007,3,31,8,31351.1
2008,3,31,8,48811.7
2009,3,31,8,112507
2010,3,31,8,35894.2
2011,3,31,8,16878.9
2012,3,31,8,120138
2013,3,31,8,52742.5
2014,3,31,8,125630
2015,3,31,8,166232
2016,3,31,8,186212
2017,3,31,8,62502.2
2018,3,31,8,55409.8
2019,3,31,8,170536
2020,3,31,8,83322.9
2021,3,31,8,54642.2
2022,3,31,8,14210.2
2023,3,31,8,93664.1
2024,3,31,8,11860.9
1972,3,32,8,0
1973,3,32,8,0
1974,3,32,8,0
1975,3,32,8,0
1976,3,32,8,0
1977,3,32,8,0
1978,3,32,8,0
1979,3,32,8,0
1980,3,32,8,0
1981,3,32,8,0
1982,3,32,8,0
1983,3,32,8,0
1984,3,32,8,0
1985,3,32,8,0
1986,3,32,8,0
1987,3,32,8,0
1988,3,32,8,0
1989,3,32,8,0
1990,3,32,8,0
1991,3,32,8,0
1992,3,32,8,0
1993,3,32,8,0
1994,3,32,8,0
1995,3,32,8,0
1996,3,32,8,0
1997,3,32,8,0
1998,3,32,8,0
1999,3,32,8,0
2000,3,32,8,3.84054
2001,3,32,8,0
2002,3,32,8,0
2003,3,32,8,0
2004,3,32,8,0
2005,3,32,8,0
2006,3,32,8,0
2007,3,32,8,0
2008,3,32,8,0
2009,3,32,8,0
2010,3,32,8,0
2011,3,32,8,0
2012,3,32,8,0
2013,3,32,8,0
2014,3,32,8,0
2015,3,32,8,0
2016,3,32,8,0
2017,3,32,8,0
2018,3,32,8,0
2019,3,32,8,0
2020,3,32,8,0
2021,3,32,8,0
2022,3,32,8,0
2023,3,32,8,0
2024,3,32,8,0
1972,3,33,1,1.49741e-05
1973,3,33,1,1.05909e-05
1974,3,33,1,1.06822e-05
1975,3,33,1,9.6083e-06
1976,3,33,1,1.03973e-05
1977,3,33,1,9.42794e-06
1978,3,33,1,1.13488e-05
1979,3,33,1,1.00449e-05
1980,3,33,1,9.26205e-06
1981,3,33,1,8.75295e-06
1982,3,33,1,8.7987e-06
1983,3,33,1,1.0261e-05
1984,3,33,1,9.21352e-06
1985,3,33,1,5.44067e-06
1986,3,33,1,1.05804e-05
1987,3,33,1,9.90063e-06
1988,3,33,1,9.18345e-06
1989,3,33,1,8.56921e-06
1990,3,33,1,7.43088e-06
1991,3,33,1,7.28069e-06
1992,3,33,1,5.98197e-06
1993,3,33,1,6.421e-06
1994,3,33,1,7.19201e-06
1995,3,33,1,9.8797e-06
1996,3,33,1,4.93263e-06
1997,3,33,1,6.91256e-06
1998,3,33,1,7.0791e-06
1999,3,33,1,5.8782e-06
2000,3,33,1,7.41222e-06
2001,3,33,1,4.88394e-06
2002,3,33,1,6.03392e-06
2003,3,33,1,4.99597e-06
2004,3,33,1,4.30436e-06
2005,3,33,1,5.74511e-06
2006,3,33,1,4.26096e-06
2007,3,33,1,4.28462e-06
2008,3,33,1,4.36332e-06
2009,3,33,1,2.86101e-06
2010,3,33,1,3.82258e-06
2011,3,33,1,3.67722e-06
2012,3,33,1,2.98348e-06
2013,3,33,1,3.44756e-06
2014,3,33,1,3.29735e-06
2015,3,33,1,2.7777e-06
2016,3,33,1,2.74519e-06
2017,3,33,1,3.00144e-06
2018,3,33,1,3.57643e-06
2019,3,33,1,3.45787e-06
2020,3,33,1,1.9367e-06
2021,3,33,1,2.99945e-06
2022,3,33,1,1.91219e-06
2023,3,33,1,3.21878e-06
2024,3,33,1,0
1972,3,34,2,1.81504e-05
1973,3,34,2,1.73161e-05
1974,3,34,2,1.86366e-05
1975,3,34,2,1.48832e-05
1976,3,34,2,1.33988e-05
1977,3,34,2,1.01799e-05
1978,3,34,2,1.38099e-05
1979,3,34,2,1.18673e-05
1980,3,34,2,9.82075e-06
1981,3,34,2,9.44008e-06
1982,3,34,2,8.42658e-06
1983,3,34,2,1.14183e-05
1984,3,34,2,1.36508e-05
1985,3,34,2,7.6518e-06
1986,3,34,2,1.59713e-05
1987,3,34,2,1.34711e-05
1988,3,34,2,1.24799e-05
1989,3,34,2,8.9927e-06
1990,3,34,2,9.49265e-06
1991,3,34,2,1.21086e-05
1992,3,34,2,1.0374e-05
1993,3,34,2,1.08827e-05
1994,3,34,2,7.87422e-06
1995,3,34,2,1.04787e-05
1996,3,34,2,8.03803e-06
1997,3,34,2,1.06676e-05
1998,3,34,2,8.28586e-06
1999,3,34,2,9.36319e-06
2000,3,34,2,8.28571e-06
2001,3,34,2,8.0222e-06
2002,3,34,2,7.11762e-06
2003,3,34,2,8.31612e-06
2004,3,34,2,6.01863e-06
2005,3,34,2,8.61352e-06
2006,3,34,2,5.60852e-06
2007,3,34,2,5.43901e-06
2008,3,34,2,5.72893e-06
2009,3,34,2,3.73756e-06
2010,3,34,2,5.53771e-06
2011,3,34,2,5.44325e-06
2012,3,34,2,4.88936e-06
2013,3,34,2,5.77698e-06
2014,3,34,2,4.26445e-06
2015,3,34,2,3.81313e-06
2016,3,34,2,3.54779e-06
2017,3,34,2,3.40963e-06
2018,3,34,2,4.70215e-06
2019,3,34,2,6.7416e-06
2020,3,34,2,2.639e-06
2021,3,34,2,5.70203e-06
2022,3,34,2,2.99035e-06
2023,3,34,2,5.12639e-06
2024,3,34,2,0
1972,3,35,3,2.93765e-05
1973,3,35,3,3.0225e-05
1974,3,35,3,4.087e-05
1975,3,35,3,3.03121e-05
1976,3,35,3,3.47042e-05
1977,3,35,3,3.29283e-05
1978,3,35,3,3.90549e-05
1979,3,35,3,3.00906e-05
1980,3,35,3,3.34283e-05
1981,3,35,3,3.12487e-05
1982,3,35,3,2.79773e-05
1983,3,35,3,3.11341e-05
1984,3,35,3,3.1712e-05
1985,3,35,3,2.32094e-05
1986,3,35,3,3.00394e-05
1987,3,35,3,2.53388e-05
1988,3,35,3,2.53967e-05
1989,3,35,3,3.48272e-05
1990,3,35,3,1.9641e-05
1991,3,35,3,1.79726e-05
1992,3,35,3,1.59734e-05
1993,3,35,3,1.71667e-05
1994,3,35,3,1.7894e-05
1995,3,35,3,1.71556e-05
1996,3,35,3,1.69169e-05
1997,3,35,3,2.16539e-05
1998,3,35,3,2.19292e-05
1999,3,35,3,1.8898e-05
2000,3,35,3,2.92169e-05
2001,3,35,3,1.79506e-05
2002,3,35,3,2.53468e-05
2003,3,35,3,1.9652e-05
2004,3,35,3,1.84161e-05
2005,3,35,3,2.01937e-05
2006,3,35,3,1.66628e-05
2007,3,35,3,1.89241e-05
2008,3,35,3,1.463e-05
2009,3,35,3,1.36554e-05
2010,3,35,3,1.32655e-05
2011,3,35,3,1.41786e-05
2012,3,35,3,1.167e-05
2013,3,35,3,1.46905e-05
2014,3,35,3,1.36775e-05
2015,3,35,3,1.05486e-05
2016,3,35,3,9.11461e-06
2017,3,35,3,1.06111e-05
2018,3,35,3,1.24978e-05
2019,3,35,3,1.01685e-05
2020,3,35,3,7.72366e-06
2021,3,35,3,1.0264e-05
2022,3,35,3,9.33499e-06
2023,3,35,3,1.15883e-05
2024,3,35,3,0
1972,3,36,4,0.000162488
1973,3,36,4,0.000166578
1974,3,36,4,0.00017864
1975,3,36,4,0.000135663
1976,3,36,4,9.64879e-05
1977,3,36,4,0.000101416
1978,3,36,4,0.000140326
1979,3,36,4,9.29459e-05
1980,3,36,4,9.04245e-05
1981,3,36,4,8.41448e-05
1982,3,36,4,7.04243e-05
1983,3,36,4,8.90237e-05
1984,3,36,4,0.000119682
1985,3,36,4,8.47544e-05
1986,3,36,4,0.000153044
1987,3,36,4,0.000120479
1988,3,36,4,0.00012494
1989,3,36,4,0.000101328
1990,3,36,4,7.98329e-05
1991,3,36,4,0.000100199
1992,3,36,4,8.95339e-05
1993,3,36,4,0.000109506
1994,3,36,4,7.31099e-05
1995,3,36,4,7.72016e-05
1996,3,36,4,8.5646e-05
1997,3,36,4,0.000113878
1998,3,36,4,9.06356e-05
1999,3,36,4,0.000100658
2000,3,36,4,7.04449e-05
2001,3,36,4,9.46839e-05
2002,3,36,4,8.28085e-05
2003,3,36,4,0.000102956
2004,3,36,4,7.36174e-05
2005,3,36,4,0.000110841
2006,3,36,4,8.56415e-05
2007,3,36,4,7.28363e-05
2008,3,36,4,7.43786e-05
2009,3,36,4,4.63617e-05
2010,3,36,4,6.91526e-05
2011,3,36,4,6.48196e-05
2012,3,36,4,5.42118e-05
2013,3,36,4,7.94082e-05
2014,3,36,4,5.83339e-05
2015,3,36,4,5.27438e-05
2016,3,36,4,4.29459e-05
2017,3,36,4,3.6363e-05
2018,3,36,4,4.86086e-05
2019,3,36,4,7.9356e-05
2020,3,36,4,4.19792e-05
2021,3,36,4,8.01023e-05
2022,3,36,4,4.33957e-05
2023,3,36,4,6.83107e-05
2024,3,36,4,0
1972,3,37,5,0
1973,3,37,5,0
1974,3,37,5,0
1975,3,37,5,0
1976,3,37,5,0
1977,3,37,5,0
1978,3,37,5,0
1979,3,37,5,0
1980,3,37,5,0
1981,3,37,5,0
1982,3,37,5,0
1983,3,37,5,0
1984,3,37,5,0
1985,3,37,5,0
1986,3,37,5,0
1987,3,37,5,0
1988,3,37,5,0
1989,3,37,5,0
1990,3,37,5,0
1991,3,37,5,0
1992,3,37,5,0
1993,3,37,5,0
1994,3,37,5,0
